Field#,Object#,MEAN_RED.1,MEAN_GREEN.1,MEAN_OF_RATIOS_RG.1
1,1,211.311433,205.957338,1.026338
 ,2,212.748792,205.961353,1.033343
 ,3,210.416667,205.487421,1.024299
 ,4,211.242424,207.723485,1.017238
 ,5,210.469298,205.756579,1.023217
 ,6,212.815884,208.144404,1.022751
 ,7,215.08642,207.987654,1.034463
2,1,211.322526,205.946246,1.026445
 ,2,212.857488,206.531401,1.030975
 ,3,210.308176,205.654088,1.023035
 ,4,211.075758,207.988636,1.015152
 ,5,210.622807,206.197368,1.021815
 ,6,213.036101,209.086643,1.019343
 ,7,215.179012,206.574074,1.041996
3,1,215.545222,205.854096,1.047399
 ,2,218.57971,206.009662,1.061347
 ,3,214.778302,205.41195,1.045935
 ,4,215.776515,207.67803,1.039338
 ,5,215.114035,205.910088,1.045032
 ,6,218.649819,208.740072,1.047898
 ,7,221.45679,207.58642,1.067294
4,1,215.75256,205.846416,1.048475
 ,2,218.016908,206.251208,1.057388
 ,3,214.784591,205.517296,1.045411
 ,4,216.333333,207.973485,1.04049
 ,5,215.247807,205.927632,1.045607
 ,6,219.126354,209.184116,1.047835
 ,7,221.709877,207.469136,1.069031
5,1,216.087031,205.867747,1.049956
 ,2,218.379227,205.968599,1.060654
 ,3,214.570755,205.701258,1.043486
 ,4,215.378788,207.776515,1.036926
 ,5,214.936404,205.991228,1.043811
 ,6,218.01444,208.945848,1.043688
 ,7,220.734568,207.623457,1.063463
6,1,215.867747,205.887372,1.048836
 ,2,217.468599,206.405797,1.053959
 ,3,214.726415,205.639937,1.044497
 ,4,215.825758,207.57197,1.040043
 ,5,215.120614,206.149123,1.043878
 ,6,219.046931,208.397112,1.051446
 ,7,220.975309,207.697531,1.064231
7,1,215.709898,206.051195,1.047238
 ,2,217.852657,206.316425,1.056278
 ,3,214.935535,205.710692,1.045199
 ,4,215.844697,208.200758,1.037002
 ,5,214.866228,206.14693,1.042702
 ,6,218.389892,208.949458,1.04549
 ,7,220.95679,207.722222,1.064063
8,1,215.741468,205.732935,1.048986
 ,2,218.028986,206.299517,1.057196
 ,3,214.753145,205.564465,1.045038
 ,4,215.651515,207.42803,1.03992
 ,5,214.642544,206.383772,1.040358
 ,6,218.444043,208.530686,1.047922
 ,7,220.283951,207.802469,1.060528
9,1,215.727816,205.887372,1.048161
 ,2,218,206.381643,1.056675
 ,3,214.226415,205.488994,1.042908
 ,4,215.147727,208.037879,1.034615
 ,5,214.989035,206.122807,1.043347
 ,6,218.155235,208.194946,1.048197
 ,7,220.092593,207.351852,1.061829
10,1,215.889932,205.542662,1.050683
 ,2,217.768116,206.210145,1.056384
 ,3,214.540881,205.289308,1.045384
 ,4,215.871212,207.848485,1.038918
 ,5,215.105263,205.947368,1.044772
 ,6,218.913357,208.761733,1.048929
 ,7,221.111111,207.67284,1.065055
11,1,215.612628,205.706485,1.048532
 ,2,218.729469,206.560386,1.059227
 ,3,214.319182,205.375786,1.043899
 ,4,215.549242,207.992424,1.036645
 ,5,214.927632,205.809211,1.044668
 ,6,218.429603,208.870036,1.046149
 ,7,221.314815,207.506173,1.066839
12,1,215.420648,206.143345,1.045346
 ,2,217.683575,206.181159,1.056133
 ,3,214.328616,205.407233,1.043721
 ,4,215.886364,207.924242,1.038647
 ,5,214.153509,205.857456,1.04063
 ,6,218.039711,208.606498,1.045525
 ,7,220.438272,207.049383,1.065044
13,1,215.493174,206.119454,1.045807
 ,2,217.330918,206.775362,1.051382
 ,3,214.558176,205.740566,1.043213
 ,4,216.223485,208.147727,1.039151
 ,5,214.684211,206.267544,1.04115
 ,6,217.407942,208.530686,1.042943
 ,7,221.067901,207.993827,1.063158
14,1,215.959044,205.819966,1.049587
 ,2,217.487923,206.350242,1.054306
 ,3,214.305031,205.809748,1.04163
 ,4,215.625,208.090909,1.036514
 ,5,214.70614,205.809211,1.043607
 ,6,218.263538,208.783394,1.045798
 ,7,220.777778,207.660494,1.063488
15,1,215.395051,205.559727,1.048188
 ,2,217.842995,206.654589,1.054527
 ,3,214.380503,205.63522,1.042842
 ,4,215.481061,207.689394,1.037858
 ,5,214.375,205.890351,1.041536
 ,6,218.750903,208.169675,1.051151
 ,7,221.45679,208.049383,1.064765
16,1,215.508532,205.90785,1.046949
 ,2,217.454106,206.427536,1.053757
 ,3,214.487421,205.561321,1.043764
 ,4,215.954545,207.886364,1.039096
 ,5,214.39693,206.173246,1.040202
 ,6,217.628159,208.703971,1.043117
 ,7,221.08642,207.388889,1.066452
17,1,215.338737,205.649317,1.047473
 ,2,217.391304,205.956522,1.055845
 ,3,214.616352,205.350629,1.045441
 ,4,215.386364,207.693182,1.037354
 ,5,214.473684,206.311404,1.039955
 ,6,218.238267,208.823105,1.045408
 ,7,220.660494,207.240741,1.06514
18,1,215.777304,205.938567,1.04812
 ,2,217.797101,206.256039,1.056318
 ,3,214.460692,205.124214,1.045852
 ,4,215.719697,207.443182,1.040327
 ,5,214.675439,206.337719,1.040773
 ,6,218.595668,208.187726,1.050342
 ,7,220.271605,207.858025,1.060062
19,1,215.987201,205.84727,1.049625
 ,2,218.347826,206.388889,1.058351
 ,3,214.981132,205.772013,1.04509
 ,4,215.628788,207.208333,1.041006
 ,5,214.958333,205.339912,1.047196
 ,6,218.216606,207.927798,1.049853
 ,7,220.802469,207.265432,1.065665
20,1,216.363481,205.476109,1.05337
 ,2,217.951691,206.094203,1.057908
 ,3,214.937107,205.558176,1.045951
 ,4,216.412879,208.234848,1.039527
 ,5,214.403509,205.785088,1.042259
 ,6,218.837545,208.34296,1.050707
 ,7,220.407407,207.734568,1.061317
21,1,215.971843,206.016212,1.048671
 ,2,218.219807,206.507246,1.057117
 ,3,214.683962,205.572327,1.044663
 ,4,215.727273,207.916667,1.037955
 ,5,215.076754,206.008772,1.044348
 ,6,219.176895,208.866426,1.049702
 ,7,220.32716,207.314815,1.063179
22,1,216.197952,205.899317,1.050394
 ,2,217.782609,206.550725,1.05475
 ,3,214.819182,205.179245,1.047355
 ,4,215.276515,207.82197,1.036182
 ,5,214.879386,206.223684,1.04233
 ,6,218.33935,208.960289,1.045253
 ,7,221.425926,207.561728,1.067132
23,1,215.899317,206.000853,1.048367
 ,2,217.97343,206.52657,1.05571
 ,3,214.97956,205.470126,1.046578
 ,4,215.757576,207.412879,1.040545
 ,5,214.949561,205.960526,1.044033
 ,6,218.191336,208.855596,1.045063
 ,7,220.462963,207.777778,1.061435
24,1,215.764505,205.828498,1.048621
 ,2,217.939614,206.306763,1.05668
 ,3,214.687107,205.459119,1.045229
 ,4,215.784091,207.659091,1.039437
 ,5,214.945175,206.114035,1.043157
 ,6,218.364621,209.039711,1.045012
 ,7,220.41358,208.104938,1.059533
25,1,215.527304,205.739761,1.047896
 ,2,217.142512,206.427536,1.052226
 ,3,214.394654,205.619497,1.043032
 ,4,215.806818,207.496212,1.040345
 ,5,215.133772,206.192982,1.043757
 ,6,218.494585,208.610108,1.04779
 ,7,220.759259,207.91358,1.062211
26,1,215.773038,205.856655,1.048531
 ,2,217.992754,206.101449,1.058071
 ,3,214.470126,205.61478,1.043394
 ,4,215.795455,207.556818,1.040035
 ,5,215.08114,206.587719,1.041455
 ,6,218.01444,208.400722,1.046517
 ,7,219.814815,208.006173,1.05707
27,1,215.796075,205.596416,1.049946
 ,2,217.884058,206.144928,1.057346
 ,3,214.798742,206.108491,1.042524
 ,4,215.795455,207.818182,1.038688
 ,5,214.629386,206.537281,1.039547
 ,6,218.274368,208.729242,1.046077
 ,7,220.092593,207.839506,1.059322
28,1,215.754266,205.937713,1.048004
 ,2,218.311594,206.485507,1.057596
 ,3,215.001572,205.367925,1.047228
 ,4,216.011364,207.814394,1.039754
 ,5,214.52193,205.942982,1.041962
 ,6,217.750903,208.66426,1.043944
 ,7,220.561728,207.450617,1.063616
29,1,215.726962,205.973549,1.047685
 ,2,217.857488,206.256039,1.056554
 ,3,214.314465,205.342767,1.044038
 ,4,216.011364,207.564394,1.040951
 ,5,214.515351,206.067982,1.041344
 ,6,217.66426,208.891697,1.042378
 ,7,220.308642,207.098765,1.064133
30,1,215.285836,205.732935,1.046784
 ,2,217.68599,205.577295,1.059255
 ,3,214.305031,205.246855,1.044457
 ,4,215.568182,208.041667,1.036515
 ,5,215.070175,205.557018,1.046657
 ,6,217.837545,208.851986,1.043341
 ,7,220.944444,207.41358,1.065524
31,1,215.337884,205.782423,1.046753
 ,2,217.434783,206.442029,1.053547
 ,3,214.422956,205.336478,1.044596
 ,4,215.606061,208.329545,1.035316
 ,5,214.710526,206.048246,1.042433
 ,6,217.927798,208.765343,1.04425
 ,7,220.802469,206.975309,1.067218
32,1,215.451365,205.634812,1.048072
 ,2,217.637681,206.094203,1.056349
 ,3,214.531447,205.407233,1.04479
 ,4,215.458333,207.621212,1.038101
 ,5,214.752193,205.866228,1.043491
 ,6,217.862816,208.758123,1.043982
 ,7,220.555556,208.074074,1.060251
33,1,215.377986,205.643345,1.047671
 ,2,217.347826,206.055556,1.055176
 ,3,214.589623,205.091195,1.046686
 ,4,215.693182,207.583333,1.039388
 ,5,215.162281,205.888158,1.045407
 ,6,217.870036,208.689531,1.044367
 ,7,220.617284,207.388889,1.064182
34,1,215.366041,205.988055,1.045876
 ,2,217.272947,206.304348,1.053494
 ,3,214.174528,205.275157,1.043687
 ,4,215.526515,207.746212,1.037789
 ,5,214.440789,206.258772,1.040025
 ,6,218.01083,209.00722,1.043443
 ,7,220.419753,207.746914,1.061336
35,1,215.66041,205.821672,1.048139
 ,2,217.374396,206.065217,1.055308
 ,3,214.65566,205.086478,1.047011
 ,4,215.844697,208.030303,1.037929
 ,5,214.752193,205.79386,1.043902
 ,6,217.953069,208.624549,1.04505
 ,7,219.925926,207.006173,1.06269
36,1,215.496587,205.901877,1.046922
 ,2,217.306763,206.23913,1.054008
 ,3,214.246855,205.54717,1.042647
 ,4,215.719697,207.746212,1.03873
 ,5,214.960526,206.199561,1.042776
 ,6,217.722022,208.487365,1.044657
 ,7,219.987654,207.277778,1.061796
37,1,215.428328,205.956485,1.046345
 ,2,217.42029,205.932367,1.056125
 ,3,214.641509,205.011006,1.047334
 ,4,215.640152,207.863636,1.037705
 ,5,214.280702,206.157895,1.039773
 ,6,218.512635,208.061372,1.050555
 ,7,219.987654,207.450617,1.060836
38,1,215.520478,205.761092,1.047784
 ,2,217.253623,206.36715,1.053106
 ,3,214.180818,205.855346,1.040738
 ,4,215.613636,208.147727,1.036237
 ,5,214.938596,205.982456,1.043847
 ,6,218.068592,208.570397,1.045901
 ,7,220.654321,207.345679,1.064619
39,1,215.379693,205.616041,1.04782
 ,2,217.214976,206.582126,1.05183
 ,3,214.391509,205.289308,1.044678
 ,4,216.018939,208.125,1.038236
 ,5,214.151316,205.881579,1.040482
 ,6,218.32491,208.541516,1.047194
 ,7,219.765432,207.018519,1.061908
40,1,215.423208,205.915529,1.046515
 ,2,217.483092,206.485507,1.05363
 ,3,214.056604,205.476415,1.042129
 ,4,215.257576,208.128788,1.03457
 ,5,214.741228,206.16886,1.041933
 ,6,217.945848,208.851986,1.043901
 ,7,219.506173,207.080247,1.060307
41,1,215.436007,205.672355,1.047806
 ,2,217.2343,206.615942,1.051727
 ,3,214.41195,205.559748,1.043402
 ,4,215.564394,207.526515,1.039042
 ,5,214.657895,206.122807,1.041789
 ,6,217.729242,208.736462,1.04342
 ,7,219.524691,207.117284,1.060185
42,1,215.426621,205.78413,1.047175
 ,2,216.794686,206.280193,1.051375
 ,3,214.064465,205.366352,1.042704
 ,4,215.367424,207.886364,1.036325
 ,5,214.655702,206.024123,1.042178
 ,6,217.516245,208.440433,1.043863
 ,7,219.518519,207.469136,1.058559
