Field#,Object#,MEAN_RED.1,MEAN_GREEN.1,MEAN_OF_RATIOS_RG.1
1,1,890.959514,524.473684,1.69267
 ,2,2166.892437,828.342857,2.614389
 ,3,1192.166667,581.016908,2.052568
 ,4,765.584087,419.540687,1.841659
 ,5,2561.003361,777.959664,3.272549
 ,6,1514.623881,535.644776,2.825393
 ,7,1298.696517,595.987562,2.183622
 ,8,1039.42029,522.974638,1.99489
 ,9,663.644022,350.644022,1.897041
 ,10,757.305046,433.5,1.749973
 ,11,1883.201149,747.844828,2.576856
 ,12,919.046404,529.141531,1.756309
 ,13,1001.583333,399.041667,2.520256
 ,14,1429.208333,515.856481,2.835851
 ,15,1134.871951,433.006098,2.647649
 ,16,868.944444,325.231481,2.667371
 ,17,670.666667,369.635965,1.818046
 ,18,1156.024194,455.104839,2.527653
 ,19,403.460692,302.174528,1.33977
 ,20,407.272727,268.664773,1.519609
 ,21,531.076923,322.748718,1.651295
 ,22,505.268519,297.425926,1.700972
 ,23,471.897959,350.142857,1.348131
 ,24,541.799213,306.925197,1.766317
 ,25,647.657895,315.098684,2.053033
 ,26,676.773109,339.705882,1.999289
 ,27,928.310606,389.416667,2.405772
 ,28,503.805128,294.553846,1.714819
 ,29,531.087065,303.293532,1.754068
 ,30,574.615183,311.267016,1.862852
 ,31,483.113636,275.878788,1.75609
 ,32,622.992188,297.53125,2.091292
 ,33,388.846834,266.400589,1.461117
 ,34,412.562753,246.59919,1.674119
 ,35,454.162162,257.27027,1.766594
 ,36,1096.178571,378.964286,2.892805
 ,37,260.382671,235.259928,1.10741
 ,38,287.425,226.808333,1.267735
 ,39,348.358696,245.992754,1.41728
 ,40,529.577406,324.322176,1.640471
 ,41,524.820896,283.169154,1.855049
 ,42,2452.452991,672.25641,3.665412
2,1,888.340081,524.813765,1.68788
 ,2,2160.512605,826.92437,2.610956
 ,3,1191.388889,580.275362,2.053947
 ,4,763.497288,417.82821,1.843548
 ,5,2554.272269,777.951261,3.26427
 ,6,1508.158209,536.202985,2.811087
 ,7,1296.838308,595.243781,2.183297
 ,8,1037.018116,522.434783,1.991353
 ,9,662.38587,349.934783,1.897519
 ,10,762.09633,433.493119,1.76059
 ,11,1883.781609,747.077586,2.579095
 ,12,918.143852,528.955916,1.754788
 ,13,1001.858333,395.008333,2.548091
 ,14,1429.731481,513.615741,2.844847
 ,15,1135.152439,435.14939,2.636423
 ,16,862.361111,321.62963,2.677296
 ,17,663.91886,368.515351,1.805482
 ,18,1151.704301,454.424731,2.52193
 ,19,403.254717,302.716981,1.336892
 ,20,404.465909,268.960227,1.507524
 ,21,529.774359,321.312821,1.654413
 ,22,503.851852,296.861111,1.698923
 ,23,475.132653,350.826531,1.355111
 ,24,541.007874,307.074803,1.763297
 ,25,646.811404,314.953947,2.050988
 ,26,675.735294,339.273109,1.996621
 ,27,927.5,392.719697,2.383246
 ,28,504.087179,294.605128,1.715963
 ,29,533.134328,302.268657,1.767236
 ,30,573.853403,311.801047,1.856803
 ,31,480.325758,273.962121,1.75828
 ,32,622.953125,297.179688,2.093895
 ,33,389.346097,266.072165,1.464734
 ,34,414.506073,246.91498,1.679896
 ,35,457.027027,259.486486,1.7628
 ,36,1124.464286,376.178571,2.990226
 ,37,259.259928,235.166065,1.103093
 ,38,288.6,227.133333,1.27131
 ,39,352.253623,245.48913,1.436065
 ,40,528.066946,324.774059,1.632686
 ,41,523.629353,282.4801,1.85595
 ,42,2440.923077,671.495726,3.65427
3,1,891.878543,524.680162,1.694495
 ,2,2162.127731,828.354622,2.60952
 ,3,1191.388889,579.772947,2.056008
 ,4,762.9566,418.347197,1.840248
 ,5,2546.4,775.561345,3.264207
 ,6,1508.474627,536.208955,2.812785
 ,7,1299.412935,594.810945,2.18935
 ,8,1034.757246,522.456522,1.98665
 ,9,659.55163,350.921196,1.884122
 ,10,757.93578,432.853211,1.753775
 ,11,1869.520115,750.255747,2.546648
 ,12,916.044084,527.542923,1.756497
 ,13,993.308333,395.083333,2.52386
 ,14,1426.194444,515.078704,2.829098
 ,15,1135.716463,435.527439,2.63777
 ,16,862.175926,322.240741,2.670542
 ,17,665.436404,367.47807,1.814514
 ,18,1150.465054,454.870968,2.516927
 ,19,402.514151,302.72327,1.334371
 ,20,403.494318,270.147727,1.49649
 ,21,531.507692,321.923077,1.656549
 ,22,503.41358,296.765432,1.697733
 ,23,472.510204,350.326531,1.349681
 ,24,541.637795,307.043307,1.765047
 ,25,643.820175,315.519737,2.037914
 ,26,673.936975,338.130252,2.000839
 ,27,928.310606,390.393939,2.398953
 ,28,506.292308,295,1.720936
 ,29,536.569652,301.970149,1.780805
 ,30,573.232984,312.84555,1.847806
 ,31,480.265152,275.227273,1.749792
 ,32,625.585938,296.546875,2.106694
 ,33,390.4757,266.172312,1.468374
 ,34,414.684211,246,1.686799
 ,35,463.72973,256.567568,1.807999
 ,36,1130.714286,376.178571,3.006656
 ,37,260.375451,235.974729,1.104013
 ,38,287.683333,228.266667,1.260822
 ,39,351.344203,244.278986,1.439608
 ,40,528.004184,323.870293,1.636566
 ,41,526.258706,282.099502,1.867363
 ,42,2432.589744,669.820513,3.655502
4,1,889.40081,523.461538,1.694241
 ,2,2157.468908,826.169748,2.611205
 ,3,1188.908213,580.968599,2.047022
 ,4,760.650995,416.882459,1.841886
 ,5,2545.421849,775.605042,3.262975
 ,6,1502.776119,535.826866,2.803219
 ,7,1302.569652,594.574627,2.196339
 ,8,1030.036232,522.971014,1.975486
 ,9,660.557065,349.36413,1.895572
 ,10,759.639908,432.56422,1.759158
 ,11,1861.942529,747.931034,2.543077
 ,12,913.515081,527.552204,1.751162
 ,13,988.9,393.5,2.521892
 ,14,1424.185185,514.407407,2.829725
 ,15,1133.457317,433.734756,2.641634
 ,16,862.083333,323.916667,2.656564
 ,17,666.078947,367.197368,1.817659
 ,18,1149.701613,454.462366,2.516946
 ,19,401.916667,302.672956,1.332292
 ,20,406.039773,269.5,1.509686
 ,21,529.379487,322.425641,1.647879
 ,22,502.317901,296.243827,1.697196
 ,23,472.086735,349.69898,1.350611
 ,24,540.46063,304.358268,1.776567
 ,25,643.596491,313.559211,2.049815
 ,26,672.659664,339.037815,1.990207
 ,27,925.621212,387.833333,2.407252
 ,28,505.317949,293.348718,1.726654
 ,29,538.61194,301.375622,1.791023
 ,30,572.82199,311.560209,1.856337
 ,31,482.325758,275.931818,1.752006
 ,32,625.03125,296.414063,2.105793
 ,33,391.027982,265.874816,1.47222
 ,34,415.145749,246.461538,1.685566
 ,35,456.918919,257.756757,1.773595
 ,36,1145.059524,373.690476,3.065261
 ,37,259.483755,235.711191,1.101407
 ,38,288.933333,227.675,1.26969
 ,39,353.572464,244.202899,1.449445
 ,40,525.811715,322.284519,1.63854
 ,41,527.544776,281.335821,1.876945
 ,42,2425.57265,669.205128,3.645207
5,1,886.854251,523.441296,1.68879
 ,2,2155.966387,826.672269,2.6075
 ,3,1185.533816,579.062802,2.048245
 ,4,760.954792,416.484629,1.844494
 ,5,2541.32437,774.764706,3.26071
 ,6,1497.883582,535.776119,2.794118
 ,7,1304.368159,593.323383,2.203053
 ,8,1029.623188,523.07971,1.974888
 ,9,658.584239,349.978261,1.886511
 ,10,763.59633,432.387615,1.769119
 ,11,1866.594828,745.568966,2.556698
 ,12,909.705336,527.856148,1.743623
 ,13,1000.058333,395.375,2.539996
 ,14,1421.222222,512.916667,2.832038
 ,15,1133.679878,434.521341,2.63797
 ,16,860.703704,322.388889,2.665422
 ,17,669.230263,368.192982,1.820934
 ,18,1145.016129,453.782258,2.510349
